Oil Type,Feature 1,Feature 2,Feature 3
SOYO C,-8.434845,2.8796697,-0.8785339
SOYO C,-6.671453,2.1070065,1.1795187
SOYO C,-8.745427,3.4105155,-1.8545382
SOYO C,-7.591045,2.633048,-1.503639
SOYO C,-8.7083645,1.767917,-1.1850923
SOYO C,-8.481681,1.6600668,-1.7831267
SOYO C,-7.739061,-0.06818946,-0.76887506
SOYO C,-7.0955677,1.134469,-0.63933295
SOYO C,-7.7778826,1.0405456,-1.0002644
SOYO C,-8.24107,0.8965671,-0.55710655
SOYO C,-7.6072564,2.0284204,-0.7261247
SOYO C,5.0999374,-2.8183112,-0.692904
SOYO C,1.8500822,-1.8284788,-5.208316
SOYO C,4.440005,-2.3612556,-6.059015
SOYO C,3.55549,-2.3644156,-5.437704
SOYO C,5.247519,1.9334553,-4.8100553
SOYO C,-4.7177005,-1.2596067,-4.265637
SOYO C,0.2040774,-1.672084,-4.303698
SOYO C,-1.2919672,0.8458566,-5.2374005
SOYO C,0.21891369,-2.1776626,-3.1038048
SOYO C,-4.1730776,-2.7464395,5.509814
SOYO C,-2.223991,-3.2109222,-2.5990515
SOYO C,-0.6513144,2.3402133,-6.252316
SOYO C,-2.5707946,-3.656017,3.782574
SOYO C,-1.2002718,-2.2186792,-1.5877311
SOYO C,-5.8901377,-1.7575474,-1.972466
SOYO C,-3.060269,-4.8187838,-1.4132056
SOYO C,-4.057425,-3.9029293,1.8239768
SOYO C,-5.2387,-3.840785,0.19559973
SOYO C,-7.2643833,-2.10358,-1.2603551
SOYO C,-9.090667,-1.823777,1.6988404
SOYO C,4.475285,-0.90889114,-4.7052855
SOYO C,2.2320087,-0.06815396,-6.503425
SOYO C,-2.2713976,-0.38832605,-5.1322126
SOYO C,-3.6541295,-0.27550855,-4.589853
SOYO C,-2.220308,2.2429056,-4.546291
SOYO C,2.0504687,-0.61838514,-4.533413
SOYO C,2.7402875,-2.6622317,-5.3228683
SOYO C,-1.4744216,-1.5699333,-4.190872
SOYO C,-2.6522744,-2.2585604,-3.8778007
SOYO C,-4.406674,-0.37925768,-2.9018085
SOYO C,-0.04695997,0.6470652,-4.6845403
SOYO C,2.7820776,-0.7852688,-5.761935
SOYO C,2.8766246,-0.04776855,-4.377739
SOYO C,-1.2091451,-1.4925104,-3.344211
SOYO C,-2.5380325,-0.72839284,-3.3713396
SOYO C,0.35642773,1.1578102,-5.155414
SOYO C,3.6194263,-0.95270854,-4.420024
SOYO C,3.218175,-1.8817873,-5.3560987
SOYO C,-0.5215484,-1.9984522,-3.28643
SOYO C,-2.251038,-1.425771,-2.029646
SOYO C,5.817101,1.0302454,-6.6099687
SOYO C,4.8683047,0.88286984,-7.0252542
SOYO C,3.8112934,0.3760871,-7.0420613
SOYO C,5.72641,-2.7356906,0.78555083
SOYO C,4.852014,-3.1280847,-5.4966135
SOYO C,1.8395512,-1.2673942,-4.166114
SOYO C,-3.9600592,0.84615743,-2.6686575
SOYO C,1.5941062,-1.5842857,-6.7423778
SOYO C,-1.4025657,4.0171494,2.3369315
SOYO C,1.321091,0.2315461,-3.404942
SOYO C,-1.387441,-0.45773017,-3.4747238
SOYO C,-5.2157393,1.120637,-2.2723515
SOYO C,-2.4318347,-0.6560259,-3.461123
SOYO C,-3.129565,0.23766597,-3.294595
SOYO C,0.6603734,-0.37839344,-5.0942903
SOYO C,0.2885755,-0.16128083,-4.405397
SOYO C,-1.8178709,-0.13870952,-4.7650476
SOYO C,-4.4428973,-0.94204545,-2.2871995
SOYO C,0.026042629,0.14050557,-2.996421
SOYO C,-5.5385637,3.0981271,-1.8137528
SOYO C,3.3081396,-1.4323207,-6.7719436
SOYO C,1.7239542,-0.23291112,-5.0916333
SOYO C,-2.017463,0.370772,-3.8149095
SOYO C,-0.02833615,-2.1960034,-5.315148
SOYO C,2.8239186,0.13917147,-5.811468
SOYO C,3.3441792,-0.74293184,-5.590271
SOYO C,0.9644272,-0.51887065,-5.9451513
SOYO C,1.0122637,0.04337635,-4.0824504
SOYO C,1.88541,1.4894438,7.427385
SOYO C,4.3172684,-0.39070466,-4.588154
SOYO C,5.26104,0.6799805,-6.259192
SOYO C,3.4108937,-1.1704845,-5.4673796
SOYO C,3.560513,-0.009041103,-4.554254
SOYO C,2.2729201,-1.418754,0.7939208
SOYO C,4.059572,-0.6028003,-5.605489
SOYO C,4.2045293,-0.5346312,-5.0725994
SOYO C,4.840213,0.39147842,-5.933783
SOYO C,5.1581306,-0.17143881,-5.937167
SOYO C,1.8117266,-1.0936147,-5.0784864
SOYO C,2.4766765,0.9896531,-6.7439246
SOYO C,7.0276933,0.6974395,-6.696536
SOYO C,4.494336,1.0816395,-5.952027
SOYO C,4.7257824,0.5689527,-6.184975
SOYO C,5.1729755,0.9198699,-6.3675103
SOYO C,0.8462405,0.95532054,-4.0920396
SOYO C,4.272534,0.8516086,-4.7730865
SOYO C,4.1040106,0.62343234,-4.916917
SOYO C,3.7463737,0.15891619,-6.3636384
SOYO C,2.998795,0.7032928,-4.1058497
SOYO C,0.71853495,1.9652877,-4.7300425
SOYO C,4.493017,0.15633059,-6.1017637
SOYO C,4.7036247,-0.3809725,-6.612052
SOYO C,4.84012,-0.25915772,-6.3037696
SOYO C,2.688542,0.79753804,-5.273605
SOYO C,3.5323586,0.9160255,-4.0932493
SOYO C,-6.4683924,3.1264648,1.6556185
SOYO C,-10.146254,1.9332753,-0.54103875
SOYO C,-9.893912,2.8508294,2.4507961
SOYO C,-9.396055,1.7192816,2.2107863
SOYO C,-8.423069,3.9156575,0.1689877
SOYO C,5.764031,-3.2724822,-3.966624
SOYO C,5.665844,-2.5741158,-5.663233
SOYO C,7.3674793,-1.9047915,-5.1085515
SOYO C,5.4453564,-0.947872,-6.4998126
SOYO C,4.7663207,-1.3852859,-6.9790444
SOYO C,7.558621,-0.568921,-6.126486
SOYO C,8.159401,-1.962237,-4.861702
SOYO C,7.3702893,-1.9826194,-5.0418572
SOYO C,6.659887,-0.42752227,-6.56145
SOYO C,8.457569,-1.0293843,-5.978286
SOYO C,8.079583,-1.0103068,-5.341614
SOYO C,6.7033634,-1.5114088,-5.665539
SOYO C,8.153318,-1.1613524,-5.0895433
SOYO C,7.891399,-0.22439533,-5.322257
SOYO C,-2.0333822,-4.4363794,-1.2976834
SOYO C,7.243417,-1.3505522,-6.5690727
SOYO C,7.593864,-2.3009417,-4.555587
SOYO C,8.216287,-0.96136236,-5.561057
SOYO C,8.709848,-0.011637182,-5.5386925
SOYO C,7.818391,-1.0707405,-5.4718184
VO C,7.2129517,2.3568592,4.3722076
VO C,6.6421394,3.7600265,3.8038707
VO C,1.458726,2.5547032,3.0893867
VO C,3.218208,2.3175356,2.9587948
VO C,1.1350515,2.0323977,3.4790752
VO C,6.9207525,2.1947649,4.5673842
VO C,6.788198,2.7249084,4.9933944
VO C,1.8522916,2.2209241,3.393729
VO C,2.8609698,2.44356,3.8405979
VO C,1.3000996,1.9196244,3.553492
VO C,5.771776,1.9597192,4.290709
VO C,7.1411223,1.8984951,4.5669994
VO C,3.3635635,1.8167099,3.5577176
VO C,3.0326288,2.1204243,3.6644084
VO C,3.5706272,2.2158697,4.593549
VO C,6.418109,2.59814,4.467522
VO C,7.097328,2.828328,5.176026
VO C,7.7542005,2.6671915,4.5700064
VO C,5.216284,2.4439526,4.625627
VO C,5.544369,1.9701235,4.298385
VO C,4.8478394,0.53523743,3.7269197
VO C,1.3581158,-0.18250906,4.0194497
VO C,2.477533,-0.81837,3.8475578
VO C,6.668477,-0.44850758,3.887146
VO C,2.5979722,-0.9468871,3.058918
VO C,3.0817108,2.8783808,5.0136914
VO C,3.6070633,-0.51374173,4.335159
VO C,1.9602752,0.3113805,3.3624017
VO C,7.2255425,0.6968423,2.503983
VO C,5.070788,-0.28753397,3.8927197
VO C,3.6088586,0.45229053,3.3534477
VO C,1.5471927,2.7349265,4.106428
VO C,0.17481752,0.024873275,4.401414
VO C,4.852091,0.86241287,3.6175117
VO C,2.9666798,-0.6012599,3.2419589
VO C,2.2222812,0.81424314,3.8619864
VO C,1.6114281,-0.2561402,4.2931046
VO C,4.063829,0.45375857,4.3355083
VO C,3.0445116,-0.2793107,3.8737886
VO C,5.545797,-0.24790372,4.383014
VO C,4.7581897,2.1321867,2.4981732
VO C,7.6821065,1.3265359,3.3548946
VO C,7.584502,0.30740318,3.744068
VO C,7.1159844,1.7171963,3.5367987
VO C,7.8587,1.8573195,5.260853
VO C,4.090444,-0.14053233,3.1529336
VO C,2.3567097,3.7013083,2.4994166
VO C,6.8533216,1.1121125,4.2126117
VO C,7.913714,0.63848627,4.2484145
VO C,7.3633213,1.7332703,5.0045476
VO C,6.246582,3.363877,2.816411
VO C,5.8250504,2.9648662,4.8109474
VO C,6.3543954,2.005042,4.7291474
VO C,7.6968665,2.2586176,5.5430737
VO C,7.844523,1.8277897,5.250351
VO C,3.376242,3.0491648,3.7494013
VO C,4.6464095,3.210418,5.0632734
VO C,6.299508,2.40667,4.85326
VO C,7.0128994,1.9706624,4.710636
VO C,7.8100367,1.7378302,4.8074427
VO C,1.1636846,-1.0756277,3.7087169
VO C,4.1344175,1.6607667,3.8847218
VO C,5.775954,0.6709148,3.609774
VO C,6.1577053,-0.15035552,3.5880284
VO C,6.008877,0.3961664,3.8597353
VO C,2.795754,-1.9583474,3.3143818
VO C,4.0362053,1.2323064,3.5748055
VO C,2.5918944,1.2545475,3.6137567
VO C,6.598193,0.4033531,4.8064995
VO C,6.776556,0.16275238,3.0420916
VO C,4.5980806,-0.19115716,5.1485023
VO C,6.9664736,0.44953918,4.125593
VO C,2.485523,0.07983197,4.4036984
VO C,7.8482585,1.5733038,4.918306
VO C,6.787947,0.22631507,5.266694
VO C,7.264464,-0.5495651,4.1724954
VO C,7.5227814,-0.10352365,4.4773045
VO C,6.0751653,0.13732412,3.4406383
VO C,6.196794,1.4437062,4.4143543
VO C,6.409582,1.4362193,4.3807917
VO C,5.2264037,2.0614996,3.5871189
VO C,3.5637574,1.2453961,2.6740377
VO C,6.6975775,2.478834,3.563254
VO C,6.807695,1.0192773,3.5716126
VO C,6.5695148,1.4342384,2.8655345
VO C,7.93547,2.8051047,3.819037
VO C,5.209702,1.3563886,3.1374834
VO C,5.207072,2.4587748,4.037559
VO C,4.466772,0.9008794,2.543861
VO C,3.1598597,1.2994742,3.6476927
VO C,5.161025,2.5154097,4.0911865
VO C,4.869407,0.8387661,2.2943008
VO C,4.18385,1.6930386,3.8688767
VO C,1.8586584,1.0131078,3.5719829
VO C,1.6521748,1.2499784,3.4953892
VO C,4.4018826,3.2181647,3.5509138
VO C,4.494997,1.3310798,3.8796303
VO C,3.4366884,1.270003,4.050228
VO C,3.2069645,0.1715435,3.0994344
VO C,0.17834324,-0.28365636,4.2365527
VO C,4.8347588,-1.6534278,2.7155511
VO C,-4.2226586,-4.435564,2.1068504
VO C,-2.857925,-1.814666,3.434853
VO C,-1.589429,-1.6076133,3.522332
VO C,-4.9686394,2.350442,3.9832263
VO C,0.76204437,2.076451,4.3354435
VO C,-0.11992923,0.1407472,4.5525045
VO C,0.34340703,-1.3167869,3.2456577
VO C,-3.0410264,-1.184655,3.0145876
VO C,-4.06035,-0.33769727,3.4559705
VO C,-0.58473414,1.8460734,3.4061806
VO C,1.6259654,0.10636281,3.4782078
VO C,-2.8508444,-2.6246514,4.1237245
VO C,2.904609,0.76037145,1.923082
VO C,-1.3525584,-2.4122064,2.848527
VO C,0.02826846,1.646095,3.6141744
VO C,0.43753922,-0.8807306,3.5130768
VO C,-4.481286,-0.81169116,2.4041514
VO C,0.027148083,2.2895837,2.2313216
VO C,-0.7920294,0.22765711,2.5513833
VO C,5.8938375,2.1498473,6.2369976
VO C,6.6642222,1.0232582,5.9823556
VO C,1.3682797,1.382462,5.268921
VO C,-9.699474,0.8160375,1.6329406
VO C,-10.271208,1.6740482,0.6520282
VO C,6.015415,1.8311269,5.842372
VO C,5.568467,1.3549495,6.06366
VO C,7.1083364,1.2703626,5.8889227
VO C,5.8599577,1.4838256,5.4148784
VO C,7.4563727,1.6746321,6.528405
VO C,6.172575,1.5955867,5.905119
VO C,6.7224603,1.6170411,6.5844965
VO C,7.5012155,1.6562283,6.4114957
VO C,6.889674,2.00009,5.972793
VO C,7.8198647,1.7432083,6.63849
VO C,3.8179662,2.01924,4.9603696
VO C,5.533685,1.4666387,5.2207804
VO C,6.807991,0.9415526,6.003816
VO C,6.9588823,1.7327925,6.044609
VO C,5.392901,1.4742519,5.504011
VO C,5.843592,-1.875942,2.0739055
VO C,5.641927,-1.6249725,2.4273376
VO C,5.346034,0.14263555,5.61319
VO C,1.8031118,1.6529963,6.174486
VO C,1.0159004,0.85004544,5.7425847
VO C,2.2399106,0.0931231,2.471461
VO C,1.9980881,-0.5940505,5.692726
VO C,1.8117471,0.37566808,5.376072
VO C,1.9927329,1.5809218,6.943715
VO C,3.8459573,2.2806463,6.0677686
VO C,2.8880646,1.8519719,5.7766066
VO C,1.9207412,1.6020304,5.257884
VO C,3.4528172,1.6775051,5.400403
VO C,1.9671584,1.8410757,5.2926164
VO C,4.2479005,1.7015616,5.464898
VO C,3.864927,1.9919902,5.2476106
VO C,3.8623154,1.9852163,5.3808227
VO C,1.7176077,2.1236932,5.0816927
VO C,1.602411,0.5881628,5.5283875
VO C,1.4795943,1.8572596,4.4302297
VO C,-3.2642367,-2.0819008,3.5509226
VO C,-3.2126184,-1.9945362,2.3064046
VO C,-7.2293096,-1.9858502,3.1989257
VO C,-4.5716634,-1.9633793,2.7910755
VO C,-3.4413273,-0.38892263,2.295427
VO C,-1.9912332,-2.2197988,3.2205598
VO C,-1.6649337,-0.76377755,2.5504487
VO C,-2.015506,-0.752849,2.1733623
VO C,-0.43978298,-4.375389,1.9594657
VO C,-1.811954,-4.262113,1.7314937
VO C,0.2885218,-4.771635,1.8524545
VO C,-1.2243103,-2.1088102,2.7558076
VO C,-2.4973881,-1.8534993,2.5069427
VO C,-2.8592944,-1.9315244,3.1282473
VO C,-4.8613143,-0.88555354,1.4858543
VO C,-2.748004,-2.8480153,1.1939116
VO C,-4.7996044,-1.7299134,1.3656168
VO C,-4.3910255,-1.9751866,1.5668104
VO C,-4.584078,-2.9857814,1.2404853
VO C,-2.1010725,-0.9581743,1.9967252
