Oil_Type,Feature 1,Feature 2,Feature 3
SOYO,1.778174,9.002029,4.1005025
SOYO,1.7096838,10.785497,6.047804
SOYO,2.509644,10.635231,6.2296443
SOYO,2.543163,11.538505,4.3327975
SOYO,2.2039514,11.303051,4.9918914
SOYO,3.011058,10.294836,5.6655717
SOYO,1.4772066,11.138904,4.2507277
SOYO,2.6547768,10.548104,3.6034079
SOYO,2.1170516,11.24452,5.0230136
SOYO,2.5158243,11.192317,5.245306
SOYO,2.3460004,10.952961,5.718161
SOYO,3.0325892,9.648933,4.8263083
SOYO,2.3673267,9.995502,4.5536027
SOYO,2.5896273,11.202449,5.2554646
SOYO,3.0222876,11.079906,5.148523
SOYO,2.372225,10.677809,5.6614757
SOYO,1.4870515,9.621752,3.106124
SOYO,2.2473838,10.610735,3.7504075
SOYO,2.494616,11.166147,5.386662
SOYO,2.2699175,11.051823,5.1128054
SOYO,2.2903485,10.748343,5.0165353
SOYO,3.1013918,10.957972,2.5493245
SOYO,2.3921175,9.768666,2.5718253
SOYO,2.9147468,9.325024,2.8850636
SOYO,1.8512014,9.633497,3.267722
SOYO,2.0169566,9.640734,2.9422436
SOYO,2.9502578,8.561541,3.5590749
SOYO,2.7518694,8.047183,3.880805
SOYO,2.9711096,9.331697,2.9752557
SOYO,2.2527208,9.826782,3.6042218
SOYO,1.4746181,8.520352,3.7836447
SOYO,2.9435973,8.9527645,3.153868
SOYO,2.712415,10.037442,3.1021602
SOYO,1.8046812,9.165144,3.6491826
SOYO,2.812311,9.323219,3.8989606
SOYO,2.0762815,10.221685,2.682828
SOYO,3.3975937,8.975542,4.402642
SOYO,1.4381224,9.803944,3.9146137
SOYO,3.284213,8.631937,4.384128
SOYO,2.8353906,9.13235,3.763613
SOYO,2.181733,9.067175,2.7421048
SOYO,3.8011537,9.012801,1.5344375
SOYO,2.831127,7.6032276,2.4097989
SOYO,3.2339146,9.128184,1.4131773
SOYO,3.6876316,8.77148,2.4044626
SOYO,5.520851,9.89768,2.7193265
SOYO,4.220493,8.106605,3.232555
SOYO,4.5154796,9.111458,0.45229104
SOYO,2.8907034,9.116339,1.0569923
SOYO,3.15934,8.305472,1.4390001
SOYO,3.7604463,9.236645,2.1552157
SOYO,4.662106,10.005015,1.8334349
SOYO,4.5424423,8.657784,2.2698662
SOYO,3.5247757,7.834138,2.15331
SOYO,3.696023,8.709796,1.7257268
SOYO,3.7894793,9.063905,1.623688
SOYO,4.061357,7.9945154,0.41949156
SOYO,3.8477674,8.241093,2.2377207
SOYO,3.3395798,8.370677,2.345048
SOYO,4.031064,8.690575,1.5992471
SOYO,3.689361,8.630879,1.0245622
SOYO,5.0135527,9.186835,2.280892
SOYO,3.2055187,7.670061,1.465447
SOYO,4.5692043,8.487773,2.1644583
SOYO,5.001563,8.381144,2.3832428
SOYO,4.2886033,9.141295,2.3712647
SOYO,3.6448572,9.378666,1.2660619
SOYO,4.006022,8.025476,1.6401657
SOYO,3.8860197,7.9764495,1.4761256
SOYO,4.2019825,8.354611,2.0383592
SOYO,3.9918406,7.469061,2.2201838
SOYO,4.252103,9.299298,1.7236137
SOYO,3.705858,7.6975594,1.904857
SOYO,4.3735228,8.802361,1.1948103
SOYO,3.8985784,7.997565,1.6768322
SOYO,5.230689,8.967676,1.2558559
SOYO,3.672135,9.211533,1.9142418
SOYO,4.855151,8.340885,2.4704285
SOYO,4.0171175,8.318916,2.151017
SOYO,4.8440123,8.598949,2.0450253
SOYO,4.329814,8.575312,2.055953
SOYO,5.9727006,14.945899,-0.8532239
SOYO,6.059282,14.972741,-0.52871907
SOYO,5.6768503,14.906203,-0.60207546
SOYO,5.6960077,14.79476,-0.56469625
SOYO,5.7994475,14.750872,-0.6836314
SOYO,5.8184614,14.77559,-0.95298177
SOYO,6.1655107,14.612833,-0.9573633
SOYO,5.672804,14.681146,-0.39398825
SOYO,6.0557556,14.423072,-0.83117175
SOYO,5.5409384,14.469766,-0.9781221
SOYO,6.0608854,14.415262,-0.42043802
SOYO,5.707341,14.217229,-0.9893167
SOYO,5.443582,14.308631,-0.74621594
SOYO,6.0381985,14.076955,-0.57324344
SOYO,5.857773,14.278021,-0.12879023
SOYO,5.21374,14.187642,-0.51514965
SOYO,5.5497947,14.114097,-0.28627577
SOYO,5.4607463,14.0608,-0.7636697
SOYO,5.767591,13.807674,-0.7588076
SOYO,5.4313865,13.776874,-1.1707435
SOYO,6.114539,13.645901,-0.2608276
SOYO,6.2441397,13.396655,-0.7062862
SOYO,5.3616347,13.436868,-0.34569064
SOYO,5.8756027,13.393842,-0.42983413
SOYO,5.79241,13.340784,-0.4240085
SOYO,5.2223377,13.349127,-0.56145155
SOYO,5.848432,13.031697,-1.2838504
SOYO,5.669658,13.227852,-0.4721591
SOYO,6.047072,13.280844,-0.5619303
SOYO,5.675151,12.990443,-0.2215822
SOYO,5.2199073,12.977574,-0.69270015
SOYO,5.5369334,12.988304,-0.41434112
SOYO,5.231929,13.160582,-0.23784786
SOYO,5.736313,13.10714,0.0485249
SOYO,5.9565196,12.888744,-0.42817584
SOYO,5.54882,12.762651,-0.4587838
SOYO,5.4640336,12.737091,-0.42063016
SOYO,5.596132,12.741742,-0.25534868
SOYO,5.7640424,12.453371,-0.06974704
SOYO,5.264193,12.6773615,-0.54581225
SOYO,4.338489,10.028966,4.21113
SOYO,4.914356,9.932303,4.079881
SOYO,4.508992,10.319058,4.3859067
SOYO,4.658111,10.05662,4.1919894
SOYO,5.1561594,9.077593,3.5845723
SOYO,4.8358035,7.216117,1.7062105
SOYO,4.9195933,6.9356027,0.8740839
SOYO,5.2559896,7.0104847,2.5313706
SOYO,4.6007032,6.137706,1.5722914
SOYO,4.85081,7.1741786,1.89805
SOYO,4.792619,6.6372604,1.343886
SOYO,5.969419,7.6304646,1.3781643
SOYO,5.049019,6.880945,1.6519358
SOYO,4.9659114,6.8594766,1.8633868
SOYO,4.9118505,6.2647576,1.8124459
SOYO,5.1448236,6.191409,1.8894064
SOYO,5.1474104,6.233298,1.9966154
SOYO,5.3536363,6.79647,2.2497344
SOYO,5.105655,6.28701,1.6859047
SOYO,5.175246,6.3824005,1.610627
SOYO,5.435747,5.8674808,0.4509794
SOYO,3.921434,5.348582,1.7451396
SOYO,4.338061,5.452203,2.7205741
SOYO,4.8130817,4.0998373,1.7080742
SOYO,4.4305735,5.247093,1.8617432
SOYO,4.3470583,5.168529,1.1440535
SOYO,5.684947,5.880955,1.3991883
SOYO,5.3127136,5.5480638,2.6145232
SOYO,4.604638,4.946846,2.2386475
SOYO,4.524163,5.217001,2.167027
SOYO,5.482245,4.9277687,2.4384148
SOYO,5.4208827,5.216858,1.716823
SOYO,4.8145366,5.1415205,1.2350166
SOYO,4.8019958,3.9468043,1.2849659
SOYO,4.43349,4.6283154,2.1784568
SOYO,4.012636,4.5306983,2.1838832
SOYO,5.976936,5.535858,1.4679375
SOYO,4.8012466,4.7651105,1.0215338
SOYO,5.3383102,4.2852206,2.160587
SOYO,5.1477895,4.7205806,2.9636416
VO,-8.931524,-0.47026947,3.0258029
VO,-12.248236,-2.549225,0.07886014
VO,-8.975139,-0.8999843,2.8581512
VO,-8.89481,-1.3912444,2.6248724
VO,-8.976319,-1.4166412,2.6099854
VO,-12.134621,-1.8912567,0.12076215
VO,-12.603961,-2.1757581,0.0035547179
VO,-12.397693,-2.2587974,0.089469716
VO,-12.212563,-2.3157177,0.085198626
VO,-12.580501,-3.0826077,-0.06331549
VO,-12.056657,-2.4117815,0.1334327
VO,-12.390653,-3.2742014,-0.08986831
VO,-12.028468,-2.1003103,0.15184179
VO,-12.752186,-2.3036494,-0.0031076262
VO,-12.1026535,-2.150354,0.1215093
VO,-11.933429,-3.0297334,-0.07576288
VO,-12.202152,-3.099835,-0.07841555
VO,-12.040148,-3.3384905,-0.15931447
VO,-11.947186,-1.969573,0.18047196
VO,-12.654338,-2.0197961,-0.026617844
VO,-9.961322,0.85812676,0.051290303
VO,-10.377137,1.5864455,-0.818699
VO,-10.664561,-1.2967932,-2.8978536
VO,-8.832342,1.5426537,-1.1404448
VO,-9.884394,0.32013512,-1.4471151
VO,-5.5364623,0.37291855,5.3105345
VO,-7.02687,0.4993234,4.2630873
VO,-10.0623255,0.10858403,0.048980463
VO,-10.634997,-0.077394195,-0.76513106
VO,-10.691617,-0.23677376,-0.88813835
VO,-11.78435,0.44559819,-1.3998154
VO,-10.989703,0.26329044,-1.2724243
VO,-11.208622,-0.014806141,-1.3975381
VO,-10.998686,-0.062308684,-1.8440577
VO,-11.059854,-0.5161957,-1.374214
VO,-10.02737,-0.7197278,-1.1534033
VO,-10.525773,-0.44576153,-1.2505845
VO,-10.482847,-0.5707038,-1.2719117
VO,-10.588234,-1.1085885,-1.2089741
VO,-10.4569,-1.2582601,-1.3443118
VO,-11.447794,-0.9011878,-1.1020801
VO,-11.420531,-0.45686853,-1.556099
VO,-11.047539,-0.542553,-0.87018454
VO,-10.860864,-0.88104534,-1.0254966
VO,-11.017024,-1.2301384,-1.2920035
VO,-8.783506,1.1179782,3.9167566
VO,-12.929697,-0.44412747,-0.726478
VO,-13.105191,-0.6184638,-0.634123
VO,-13.130487,-0.72451484,-0.5967501
VO,-13.00094,-0.5404239,-0.66959554
VO,-9.728377,-1.1959258,-0.8384237
VO,-9.390665,-0.4914981,1.3229349
VO,-11.355475,0.12817901,0.62328
VO,-11.149871,0.10969893,0.6340588
VO,-8.824154,-0.099299245,2.870748
VO,-7.4490776,0.6175973,5.154197
VO,-7.236129,0.20260705,5.970466
VO,-7.115257,-0.06653846,4.721559
VO,-7.2998395,0.5765113,5.6676116
VO,-7.637369,0.31384012,4.031594
VO,-6.1040998,2.0631046,5.223242
VO,-6.904808,0.08255643,5.7360005
VO,-6.729066,1.265063,5.463403
VO,-6.1988797,1.1474433,5.4964867
VO,-6.646504,0.11786273,5.5563664
VO,-6.2745285,0.31325793,4.8643274
VO,-5.991534,0.11701035,5.331655
VO,-6.7815604,0.9653839,5.6231933
VO,-6.685308,1.1492916,5.1263523
VO,-6.89689,0.7382496,4.915311
VO,-7.4774327,0.56285745,4.3248277
VO,-7.6089373,1.5490187,4.8326592
VO,-7.053391,1.3613188,4.973211
VO,-6.884634,0.59631824,4.9274244
VO,-6.379084,0.51050246,5.3189034
VO,-9.019515,-0.44728944,2.2311988
VO,-7.138472,1.1630046,4.1091757
VO,-6.765657,0.44332752,4.954322
VO,-6.746577,0.47629273,5.606182
VO,-6.905461,1.0499107,5.618978
VO,-6.751856,0.011325609,1.9124119
VO,-7.1581197,-0.11100144,1.5353283
VO,-6.9148088,-0.40882134,1.790114
VO,-7.544986,0.12711002,1.4678321
VO,-7.391347,0.15872158,1.3129865
VO,-7.898376,0.42866114,1.1240857
VO,-7.640221,0.07824587,0.77032876
VO,-7.68013,0.07899094,1.245614
VO,-7.6057987,-0.10039526,1.7279594
VO,-7.474117,-0.18167847,1.8830831
VO,-7.5311017,0.6107107,2.0556424
VO,-7.1846356,0.8142007,1.3846123
VO,-7.7618523,0.807797,1.8849704
VO,-7.691396,0.8183963,1.802086
VO,-7.622984,0.4685307,1.7451276
VO,-7.114948,0.828404,1.9036136
VO,-7.270204,0.59045404,1.8127065
VO,-7.143563,0.7133105,1.4792546
VO,-7.299088,0.52303386,1.5630319
VO,-7.773755,0.50485003,1.3503524
VO,-9.088136,-0.5812785,-1.9544935
VO,-8.916338,-0.056265034,-1.5446762
VO,-8.3776045,0.2871565,-1.9141164
VO,-8.714284,0.3350022,-0.9480526
VO,-8.48359,0.19140615,-1.158629
VO,-8.111862,-0.5770284,-0.9659199
VO,-8.227223,0.44501314,0.08232559
VO,-8.3805685,0.43950847,0.29371426
VO,-8.62585,0.21764143,-0.5284321
VO,-8.823594,0.094347775,-0.8967607
VO,-9.137805,0.012199731,-1.4689184
VO,-8.842208,0.22697361,-1.7263466
VO,-8.643207,0.65374464,-0.8947271
VO,-8.34651,0.5533135,-0.37513083
VO,-8.381457,0.41704914,-0.2427926
VO,-8.910769,1.2175711,0.349119
VO,-9.055361,0.869842,-0.5359053
VO,-9.3485365,0.46183747,-0.73956937
VO,-9.337139,0.5787494,-1.8269027
VO,-9.258082,0.23735471,-0.8764712
VO,-9.577253,1.7594036,2.3652384
VO,-8.939024,2.0928056,2.458905
VO,-8.63796,1.9348043,2.661666
VO,-8.927611,1.368098,2.509141
VO,-8.887275,1.2232292,2.545451
VO,-9.467,1.3135877,1.5804782
VO,-9.360251,0.9627381,1.8618057
VO,-8.86844,1.4220718,2.2435129
VO,-8.772942,1.2010634,2.2328823
VO,-8.933526,1.4642817,2.3365567
VO,-6.092417,0.68742895,5.750107
VO,-6.011949,1.0392772,5.775135
VO,-7.1480703,0.56963986,6.245273
VO,-5.8993726,0.1731527,6.02183
VO,-5.880381,0.7835968,5.68638
VO,-10.738858,1.8845618,0.46286747
VO,-9.889346,2.1161525,1.6666722
VO,-8.586323,1.3168331,2.7489307
VO,-5.986536,0.8018922,4.396126
VO,-7.09475,1.1393603,4.5761437
VO,-7.9494753,0.8023926,-1.0498296
VO,-8.179339,-0.017961783,-1.672342
VO,-8.832376,0.089718245,-3.0354624
VO,-9.167233,0.5816696,-3.1446226
VO,-8.830353,0.43146765,-2.5632517
VO,-8.441763,-0.21417925,-2.7078903
VO,-9.126078,0.22845781,-2.5967526
VO,-8.8452215,-0.09910607,-2.400498
VO,-9.223605,0.14347963,-2.855348
VO,-9.309883,0.1390437,-2.6902525
VO,-8.615912,0.4943105,-1.7373753
VO,-8.422879,0.8161069,-2.1047974
VO,-8.089004,0.21477644,-0.54434377
VO,-8.1313,0.7376039,-0.6276497
VO,-9.186862,1.9188129,1.3726833
VO,-10.501429,1.7948455,0.11490901
VO,-10.544442,1.782054,0.5299904
VO,-9.932694,1.8818916,1.0196587
VO,-9.102217,1.6940035,2.782122
VO,-8.833089,1.1465915,2.0769355
VO,-8.599231,0.70457107,0.9072344
VO,-9.568707,0.09111552,-1.6121433
VO,-9.663506,0.5319576,-2.2987642
VO,-9.609107,1.2988329,-1.3885573
VO,-8.484008,2.2400203,2.5031683
VO,-9.277915,0.4774478,-1.7330875
VO,-9.260234,0.1830776,-3.4776149
VO,-9.493205,-0.06336235,-4.0216827
VO,-9.476459,-0.033903927,-3.8901997
VO,-9.435585,0.0013539246,-3.8553445
VO,-9.708059,0.3776512,-2.2788904
VO,-10.340512,0.7898738,-2.463234
VO,-10.145233,1.1833446,1.3493516
VO,-10.159408,0.031538147,-3.0200384
VO,-10.134442,0.38162187,-2.800091
VO,-7.5089426,1.5650954,2.478959
VO,-8.019676,1.4743508,2.4974556
VO,-7.4873405,0.9814658,5.3430095
VO,-9.798768,0.723272,-2.8765514
VO,-7.692314,1.3434061,1.3536885
VO,-11.501864,-2.5601618,2.3661895
VO,-11.61229,-2.6017294,2.2458158
VO,-11.72142,-2.646568,2.1485202
VO,-11.7440195,-2.6681824,2.1587813
VO,-11.826628,-2.704122,2.1187825
VO,-12.055154,-2.83312,2.117139
VO,-11.297268,-2.4504979,2.5281081
VO,-10.56493,-1.97504,3.1316404
VO,-10.589212,-1.9807584,3.1482594
VO,-10.525832,-1.9012072,3.236233
VO,-10.559956,-1.77441,3.3510258
VO,-10.676869,-2.0009434,3.1010437
VO,-10.627304,-1.9920415,3.1097672
VO,-10.61478,-1.9891832,3.1435826
VO,-10.574135,-1.9481986,3.1739
VO,-12.238863,-2.8767693,1.9936267
VO,-12.45618,-2.96346,1.9384772
VO,-12.637366,-3.0248692,1.8392577
VO,-12.683433,-3.0411758,1.8433332
VO,-12.70258,-3.049978,1.8477961
