Oil_Type,Feature 1,Feature 2,Feature 3
SOYO,3.36219,-8.115374,-6.5184383
SOYO,2.0792458,-7.674861,-6.508494
SOYO,2.1800044,-7.600955,-7.0258827
SOYO,1.8400058,-8.966139,-4.6355214
SOYO,1.600436,-6.5712943,-5.935409
SOYO,2.2275915,-7.9801955,-6.8045797
SOYO,1.8884122,-8.385479,-6.743073
SOYO,2.6228096,-8.371631,-6.0070977
SOYO,1.5816735,-5.6752276,-5.984489
SOYO,2.7470977,-6.9576173,-5.3808093
SOYO,2.1216998,-7.8643603,-6.8534265
SOYO,2.5905385,-7.0403457,-6.5590043
SOYO,1.9810548,-6.949068,-6.418447
SOYO,4.1758347,-6.548637,-3.248705
SOYO,3.0026119,-5.299513,-4.540004
SOYO,2.6941197,-6.111965,-4.2834167
SOYO,2.3447688,-6.0486875,-5.157323
SOYO,1.7420533,-5.7206464,-5.654172
SOYO,0.7691276,-5.7466865,-4.7634025
SOYO,1.4463675,-6.6833816,-4.8307176
SOYO,1.9503375,-6.425808,-4.303239
SOYO,2.5676432,-6.5211687,-5.2673907
SOYO,2.2315257,-5.3933306,-6.1380634
SOYO,1.5026487,-6.016747,-4.989982
SOYO,2.560105,-6.954772,-4.3201814
SOYO,2.3049037,-6.315146,-5.7191772
SOYO,2.7692547,-6.9190645,-4.2878494
SOYO,0.6567854,-4.8985987,-5.1888924
SOYO,1.362779,-7.898528,-4.8737464
SOYO,2.6672888,-7.294591,-5.2867746
SOYO,-0.08971718,-6.2104855,-5.678229
SOYO,1.7487197,-6.912828,-4.931235
SOYO,1.58717,-4.2324705,-4.8583293
SOYO,2.0693061,-6.0232573,-3.5064692
SOYO,1.8402562,-7.856811,-3.8208838
SOYO,2.6117127,-5.2931542,-3.7772787
SOYO,1.8592453,-5.862233,-3.7124004
SOYO,1.7438622,-9.216826,-4.3879857
SOYO,0.63679665,-7.0612564,-4.3003907
SOYO,2.9442909,-7.4385276,-2.7257314
SOYO,3.4165957,-6.0463266,-3.995204
SOYO,1.3209058,-5.9740705,-3.7745354
SOYO,3.2204368,-6.2201633,-3.3162055
SOYO,0.21440168,-6.2546883,-4.72428
SOYO,1.9332283,-6.5331626,-3.4021685
SOYO,1.488638,-6.1189494,-3.9376462
SOYO,2.3048878,-5.857242,-3.4564106
SOYO,2.1428223,-5.489859,-3.3713713
SOYO,3.4052253,-9.013892,-2.4901628
SOYO,0.8807387,-5.4091454,-3.5690653
SOYO,1.7996057,-6.1879187,-4.3438673
SOYO,1.9603109,-5.4857755,-2.8645213
SOYO,2.1930656,-4.8958697,-3.0535207
SOYO,2.5510576,-6.5937095,-2.7531967
SOYO,0.8807804,-5.439092,-3.5788968
SOYO,1.7462586,-6.7681355,-3.4241157
SOYO,1.728415,-7.403074,-2.6667964
SOYO,2.5421298,-5.846553,-3.1239972
SOYO,2.5980003,-5.1359987,-3.2874084
SOYO,0.87954444,-6.6477513,-3.4186862
SOYO,2.0412078,-7.3472176,-3.5533044
SOYO,1.1645623,-7.1093044,-3.4810288
SOYO,0.860869,-6.5942965,-2.9229481
SOYO,3.167085,-6.2974987,-2.1154282
SOYO,1.0690857,-6.625806,-3.2607348
SOYO,2.992686,-6.24707,-2.6327474
SOYO,1.0579326,-5.868107,-3.1900415
SOYO,1.3460034,-4.5403767,-3.5856204
SOYO,1.6401135,-5.4097557,-3.9397418
SOYO,1.9006951,-7.761307,-3.2392054
SOYO,1.0446343,-6.7645845,-3.7365532
SOYO,1.8837093,-7.094937,-2.978938
SOYO,1.4767956,-6.3950963,-3.5717204
SOYO,-4.2964344,-10.941083,-5.1840043
SOYO,-4.1587043,-10.89927,-5.3088
SOYO,-4.19845,-10.57621,-5.3570175
SOYO,-4.1339335,-10.718683,-4.9131775
SOYO,-4.137231,-10.727475,-4.8796015
SOYO,-4.258165,-10.834489,-4.8172035
SOYO,-3.8655908,-10.999851,-5.2524486
SOYO,-4.317416,-10.407389,-4.80608
SOYO,-4.062735,-10.785718,-4.554366
SOYO,-3.8776507,-10.444462,-5.0529804
SOYO,-3.7496772,-10.768962,-4.7906785
SOYO,-4.0081344,-10.242931,-4.6024156
SOYO,-4.1351085,-10.20226,-4.779203
SOYO,-3.6018155,-10.56048,-4.497578
SOYO,-3.293351,-11.26618,-4.451653
SOYO,-3.7697546,-9.94178,-5.163537
SOYO,-3.502999,-10.39624,-4.8665586
SOYO,-3.7776244,-10.180851,-4.8958883
SOYO,-3.2335966,-10.317363,-4.9742374
SOYO,-4.147511,-9.744233,-4.468727
SOYO,-3.0048892,-10.588418,-4.1581616
SOYO,-3.4776042,-10.011336,-3.697104
SOYO,-2.9835727,-9.678976,-4.7005553
SOYO,-3.2104235,-10.262604,-4.2595453
SOYO,-3.0749786,-9.905075,-4.3139715
SOYO,-3.0771756,-9.670575,-4.5784903
SOYO,-3.818406,-8.850687,-3.7970648
SOYO,-3.0453892,-9.78466,-4.253017
SOYO,-3.4230337,-10.091452,-3.8635476
SOYO,-2.7187645,-9.858835,-4.2483215
SOYO,-3.1955814,-9.176236,-4.2848735
SOYO,-2.827625,-9.616322,-4.2117143
SOYO,-2.7549896,-9.618988,-4.9132137
SOYO,-2.5502205,-10.045649,-4.3511934
SOYO,-2.8499324,-9.978613,-3.9378183
SOYO,-2.7279053,-9.5530815,-4.0273857
SOYO,-2.686301,-9.424228,-4.3266897
SOYO,-2.5858178,-9.669457,-4.109307
SOYO,-1.9393133,-9.811296,-3.652195
SOYO,-2.9638498,-9.091242,-4.104991
SOYO,0.9473437,-8.100219,-3.1346893
SOYO,-0.003039583,-7.468687,-3.064577
SOYO,0.067428164,-7.8661695,-3.3764164
SOYO,0.2823109,-7.5129867,-3.086511
SOYO,-0.0896232,-6.1417685,-3.214023
SOYO,1.2845753,-6.2785397,-2.2703402
SOYO,0.92895293,-4.9312105,-2.089651
SOYO,1.5227214,-7.7244997,-2.0055554
SOYO,2.5939863,-6.326694,-1.1696174
SOYO,1.367977,-6.106463,-2.547176
SOYO,1.4077988,-5.6569915,-1.9123085
SOYO,-0.25985497,-6.1675715,-2.1790886
SOYO,0.74857426,-5.7447767,-2.103705
SOYO,1.21001,-6.4214926,-2.2071319
SOYO,1.4418443,-6.1660523,-1.4874029
SOYO,1.3821175,-6.3767433,-1.1985769
SOYO,1.2581513,-6.3740916,-1.4015248
SOYO,0.53190917,-6.7501297,-2.022953
SOYO,1.0661552,-6.144212,-1.6601338
SOYO,1.0315933,-6.1175065,-1.5857826
SOYO,3.3398402,-6.8087134,-1.3170121
SOYO,2.4049132,-5.3932104,-0.2284911
SOYO,2.5545695,-7.2086163,-0.8087824
SOYO,0.7845475,-6.390287,0.11175886
SOYO,2.6445377,-5.6361775,-0.066939235
SOYO,3.5193183,-5.451795,-1.2059764
SOYO,2.0996578,-5.226413,-1.1906523
SOYO,1.4853319,-7.276603,-1.0579371
SOYO,1.0666909,-6.805646,-0.25124344
SOYO,2.3712156,-6.5615206,-0.6366387
SOYO,2.6746268,-5.5847363,0.46515027
SOYO,0.9452,-6.106113,-0.44157434
SOYO,2.8701978,-6.1420026,-0.8884266
SOYO,3.7398624,-4.9307714,0.14944687
SOYO,1.6046048,-6.9755235,0.1683048
SOYO,1.811251,-7.2696,0.42687616
SOYO,0.7613988,-4.7841988,-1.0534617
SOYO,3.1105645,-5.259237,-0.24943173
SOYO,3.0460687,-6.3303185,0.1747109
SOYO,3.5610785,-9.179352,-2.350994
VO,-8.6903305,1.683095,-0.23542838
VO,-12.574118,2.7973638,-0.27894348
VO,-9.397791,1.9761908,-0.10075938
VO,-10.447701,2.1834662,-0.26031253
VO,-10.551031,2.2085638,-0.22654955
VO,-12.202301,2.2612555,-0.89339286
VO,-12.623535,2.5546498,-0.65894395
VO,-12.472374,2.7232678,-0.5716877
VO,-12.409803,2.614074,-0.48581752
VO,-12.844646,3.1374664,0.2709269
VO,-12.376269,2.6297805,-0.39006263
VO,-12.8516035,3.172281,0.42334586
VO,-12.202405,2.3247795,-0.69141674
VO,-12.856646,2.7195811,-0.5550542
VO,-12.308694,2.4372778,-0.6604003
VO,-12.547749,2.9606524,0.14985828
VO,-12.740977,3.0798085,0.25786513
VO,-12.814635,3.171268,0.4951177
VO,-12.084774,2.253703,-0.78207797
VO,-12.628113,2.362036,-0.79299664
VO,-10.312928,-0.37578097,-2.4841223
VO,-11.44959,-1.5644853,-2.417635
VO,-11.69148,-1.5257227,-2.7608678
VO,-11.353005,-1.2430087,1.646189
VO,-12.408404,-1.3655638,0.93447137
VO,-5.910205,-0.2549167,1.0759689
VO,-7.197066,0.63673943,0.7771642
VO,-11.16696,-1.023062,-1.487211
VO,-11.4335375,-0.34105536,-0.8929296
VO,-11.897083,-0.109225474,-0.8099162
VO,-13.636063,-0.00812124,0.17982814
VO,-11.504078,-1.0155997,-1.5267106
VO,-13.256068,0.007211702,0.49969012
VO,-13.388277,-0.733706,0.14808735
VO,-12.855342,-0.10601673,-0.47258884
VO,-12.386228,-1.1215978,-0.57201946
VO,-12.454221,-0.4519525,-0.910571
VO,-12.530567,-0.63636404,-0.26616275
VO,-12.6904335,-0.3054875,-1.2108282
VO,-13.629127,-0.683002,-1.3621448
VO,-12.573844,0.34096354,-1.6275682
VO,-12.972159,0.097008355,-0.47679806
VO,-12.103678,0.21525311,-0.30309555
VO,-12.222529,0.43557584,-0.91473424
VO,-12.673703,-0.115417615,-1.5494975
VO,-7.5666895,1.4954944,-1.6107862
VO,-12.535262,0.9504327,-2.272724
VO,-12.858576,1.2670404,-2.0273874
VO,-13.244292,1.8652517,-1.3362544
VO,-12.638169,1.1247026,-2.0841894
VO,-12.566866,-1.2178273,-1.6052332
VO,-10.506226,0.65882134,-0.7985803
VO,-10.598532,0.9498022,-2.105685
VO,-10.000586,0.9591813,-1.5461906
VO,-8.80341,1.2560489,-0.110376485
VO,-7.002494,0.93120915,-0.24614201
VO,-6.049962,-0.30694488,-0.6600044
VO,-6.7444124,0.40025955,0.9887694
VO,-6.04447,0.31279624,-1.2790989
VO,-8.000804,0.9956288,-0.12598288
VO,-5.0652924,1.7367545,0.737902
VO,-6.048,-0.33724672,-0.3112822
VO,-6.174794,1.3406113,-0.79106736
VO,-5.723249,1.1152506,0.34245512
VO,-5.8528233,1.4456868,-0.51829433
VO,-6.2136006,1.2394233,0.67691064
VO,-5.813161,0.0908908,0.7442864
VO,-6.377397,0.44305438,-0.5290982
VO,-6.7224507,0.8486599,-0.73499614
VO,-6.6979947,0.44058293,-0.11973602
VO,-7.160045,-0.15301405,0.17106956
VO,-7.0794253,0.8877021,-1.365568
VO,-6.3469043,1.2054118,-1.1721914
VO,-6.626342,0.9000064,-0.11528211
VO,-6.194175,0.93170255,0.026805291
VO,-9.123597,1.2377346,-1.0349076
VO,-7.6279974,0.83456624,-0.8012636
VO,-6.728749,1.1021825,0.35278225
VO,-5.9848814,-0.05072667,-0.020066755
VO,-6.2327876,0.7539332,-0.8875276
VO,-8.810661,-2.1384077,0.9527915
VO,-9.201394,-1.3871859,1.0549766
VO,-8.6713915,-2.232345,0.10220702
VO,-9.5526085,-1.3895192,-0.06934399
VO,-9.830036,-1.9105537,0.03207561
VO,-9.955654,-0.84399295,0.7591885
VO,-10.382372,-1.8611016,-0.36425805
VO,-9.951787,-1.5809892,0.013055497
VO,-9.199972,-1.4545972,-0.10807834
VO,-8.881984,-1.6863801,-0.024795193
VO,-9.105042,-1.0482055,0.65071183
VO,-9.54635,-1.6997701,0.25815165
VO,-8.928214,-0.7432646,-0.13642046
VO,-8.939972,-0.9031861,-0.086292416
VO,-9.087271,-1.477901,-0.12826334
VO,-8.873918,-1.3597894,0.8644865
VO,-9.164126,-1.3836552,0.36835337
VO,-9.338142,-2.1442854,-0.03525856
VO,-9.485916,-1.5929528,0.16999784
VO,-9.869179,-1.1949078,0.0014218902
VO,-12.606021,-2.0223773,-0.95944315
VO,-11.753043,-2.827403,-0.48879313
VO,-12.060323,-2.4253185,1.1825652
VO,-11.467766,-1.8946257,0.021979917
VO,-11.862818,-1.9518573,0.4779012
VO,-11.419918,-2.2949607,-1.0820367
VO,-10.548131,-1.0012549,0.32360172
VO,-10.673556,-1.2666681,-0.18046665
VO,-11.397966,-1.9788921,-0.03803886
VO,-11.605822,-1.9969282,-0.23494826
VO,-12.134623,-1.9876605,-0.5058594
VO,-12.426445,-1.8482345,0.4752968
VO,-11.36294,-1.7295296,0.44857752
VO,-10.965243,-1.4677787,0.5930764
VO,-10.9282,-1.9634964,0.062058102
VO,-9.440626,-2.0800147,-1.2165453
VO,-11.341596,-0.9375924,0.115875825
VO,-11.505035,-1.4670029,-0.5336062
VO,-12.086834,-2.4009318,0.43298712
VO,-11.561148,-1.069428,-0.23996308
VO,-8.058386,-1.4203836,-1.3323293
VO,-8.053928,0.09377398,0.9689631
VO,-8.249629,0.54689395,0.90459144
VO,-8.367337,0.24705543,-0.7394007
VO,-8.245273,0.18163231,-0.94265544
VO,-9.461644,-0.23052548,-1.0201883
VO,-9.025469,-0.5336703,-1.3906487
VO,-8.741882,0.38606286,-0.30833074
VO,-8.628384,-0.34826508,-0.705351
VO,-8.403405,0.12747757,-0.73433024
VO,-6.0106163,0.2300824,0.12272826
VO,-5.6221046,0.8620031,0.2562015
VO,-5.9137545,0.1203319,-1.0319655
VO,-5.2550383,-0.18777335,0.12506294
VO,-5.896908,-0.1858776,0.22621374
VO,-10.596682,0.6021921,0.7258378
VO,-8.792761,0.18486384,-2.0471904
VO,-7.6490283,-0.77875054,-0.62758917
VO,-6.1686783,1.3421999,1.1910472
VO,-7.274814,-0.34692246,-0.39221767
VO,-11.125077,-2.2719464,1.679949
VO,-12.192669,-1.9671103,0.9302169
VO,-13.1867075,-3.0510428,0.8402244
VO,-13.000795,-3.2021427,-0.4802932
VO,-12.140896,-3.3649879,0.6064146
VO,-12.597462,-2.87928,1.3619964
VO,-12.821637,-2.5315697,-0.019801356
VO,-12.92945,-2.0749288,0.4853288
VO,-13.063209,-2.8047829,0.38805994
VO,-12.927176,-2.6520495,0.10226354
VO,-12.058191,-1.8735261,0.9753805
VO,-11.566412,-3.2146132,0.61780286
VO,-10.959414,-2.2080529,0.5652343
VO,-11.235632,-1.4651141,1.0123867
VO,-9.4625435,0.4056676,0.55111045
VO,-11.178241,0.2684297,1.2518053
VO,-10.701463,0.37284032,0.5960775
VO,-8.488562,-1.1023772,-1.830583
VO,-7.5664873,-0.44571352,-1.5036482
VO,-8.685806,-0.29647404,-0.76784706
VO,-9.9277115,-0.5920644,1.1328377
VO,-12.363044,-1.7523932,-0.3114466
VO,-12.286886,-2.863378,0.20944786
VO,-11.097758,-3.2420182,-0.41643643
VO,-8.352864,0.5192685,1.3618315
VO,-12.358747,-1.4520872,0.7095503
VO,-13.237,-3.4289117,0.13284773
VO,-13.796448,-3.519399,0.4782873
VO,-13.673864,-3.353823,0.5124836
VO,-13.624927,-3.448447,0.37884238
VO,-12.539141,-2.3711536,-0.03237272
VO,-13.074814,-1.3283055,0.8845728
VO,-9.37891,-0.57321715,-1.4338708
VO,-13.476258,-2.6969776,-0.2763952
VO,-13.296225,-2.132481,0.06399661
VO,-8.020584,-0.6534797,0.65437955
VO,-8.454919,0.02657418,0.13711381
VO,-7.0613365,0.47838438,-0.19637915
VO,-12.519186,-3.2882037,-0.3591635
VO,-9.67784,-0.598702,-0.18054551
VO,-10.812187,3.9817173,-1.377039
VO,-11.0090475,3.6704586,-1.313573
VO,-11.019323,3.3280482,-1.624686
VO,-11.128285,3.8341267,-1.3763425
VO,-11.266127,3.8363402,-1.3587412
VO,-11.39236,4.1056333,-1.9448167
VO,-10.509298,3.5524116,-1.4453096
VO,-9.88417,3.1448038,-1.2091143
VO,-9.837037,3.1940084,-1.1383885
VO,-9.647855,3.2489862,-1.2428291
VO,-9.259172,3.2765286,-1.2281811
VO,-9.9910965,3.2000809,-1.2232277
VO,-9.905942,3.181088,-1.2359631
VO,-9.860977,3.2651727,-1.2866709
VO,-9.811349,3.2168868,-1.2290703
VO,-11.5523205,4.1041956,-1.5592601
VO,-11.687423,4.206762,-1.6703038
VO,-11.989745,4.199882,-1.4587978
VO,-11.99729,4.27824,-1.4771702
VO,-11.990036,4.2434673,-1.4964154
