Feature 1,Feature 2,Oil_Type
8.009666,28.781998,SOYO
7.890809,28.76108,SOYO
8.192156,28.98657,SOYO
8.154577,28.806396,SOYO
8.219656,28.681187,SOYO
7.98848,28.415848,SOYO
8.386808,28.760597,SOYO
8.198507,28.343626,SOYO
8.194058,28.355549,SOYO
8.565975,28.508144,SOYO
8.61947,28.744974,SOYO
8.191862,28.116716,SOYO
8.46493,28.30714,SOYO
8.354562,28.191547,SOYO
8.620058,28.188892,SOYO
8.299737,27.832922,SOYO
9.01069,28.369518,SOYO
9.190153,28.348389,SOYO
8.897478,27.81493,SOYO
9.029996,28.040337,SOYO
9.05632,27.978022,SOYO
8.841905,27.65992,SOYO
8.612409,27.253286,SOYO
9.09064,27.854725,SOYO
9.179178,28.123991,SOYO
9.342555,27.737038,SOYO
9.058065,27.399128,SOYO
9.243897,27.655842,SOYO
9.126642,27.590458,SOYO
9.470207,27.914482,SOYO
9.44628,27.816828,SOYO
9.394702,27.532038,SOYO
9.377563,27.461119,SOYO
9.490971,27.562914,SOYO
9.788063,27.44345,SOYO
9.353667,27.288603,SOYO
16.607134,24.606133,SOYO
15.998544,24.506523,SOYO
16.5004,24.909296,SOYO
16.291021,24.63596,SOYO
15.6310005,23.529629,SOYO
15.344613,19.754772,SOYO
14.678486,19.4543,SOYO
15.801346,19.238483,SOYO
15.233685,18.574902,SOYO
15.439419,19.686419,SOYO
14.978834,19.136482,SOYO
14.220834,20.02236,SOYO
15.162973,19.358913,SOYO
15.374359,19.308565,SOYO
15.290254,18.668087,SOYO
15.283569,18.595346,SOYO
15.380356,18.624996,SOYO
15.60788,19.140877,SOYO
15.136421,18.716116,SOYO
15.070912,18.807953,SOYO
13.868406,18.259468,SOYO
15.371112,17.472982,SOYO
16.21692,17.666742,SOYO
15.206221,16.252682,SOYO
15.3850565,17.378855,SOYO
14.778259,17.303616,SOYO
14.635613,18.303137,SOYO
15.876539,17.915335,SOYO
15.839339,17.169903,SOYO
15.699918,17.433615,SOYO
15.344097,16.9056,SOYO
15.019598,17.761366,SOYO
14.746368,17.30466,SOYO
14.751893,16.069618,SOYO
15.871532,16.9091,SOYO
16.20789,16.832289,SOYO
14.384758,18.02216,SOYO
14.479175,16.968557,SOYO
15.27471,16.507475,SOYO
16.160982,16.569014,SOYO
-29.475203,-3.6904094,VO
-35.25674,-2.015963,VO
-29.97644,-3.6847556,VO
-30.58196,-3.5924466,VO
-30.659082,-3.597021,VO
-34.831802,-1.6182435,VO
-35.322357,-1.6187029,VO
-35.201763,-1.7950698,VO
-35.13768,-1.8759688,VO
-35.823498,-2.225943,VO
-35.056717,-2.00421,VO
-35.859478,-2.393324,VO
-34.85799,-1.8090041,VO
-35.47768,-1.6493815,VO
-34.9602,-1.8063579,VO
-35.524265,-2.362039,VO
-35.6847,-2.3250449,VO
-35.825413,-2.4863482,VO
-34.72343,-1.7613307,VO
-35.24596,-1.4636154,VO
-30.722538,0.04718607,VO
-31.19542,0.30364597,VO
-33.904743,2.7957428,VO
-30.668194,1.0910904,VO
-31.85333,1.8072122,VO
-24.169748,-5.555264,VO
-25.043556,-3.8000145,VO
-31.51309,0.18230002,VO
-32.565926,0.7918848,VO
-32.726994,0.9003294,VO
-34.12045,1.429382,VO
-33.06575,1.4394715,VO
-33.37341,1.4375131,VO
-33.25499,1.6787618,VO
-33.310684,0.99086034,VO
-32.36588,1.2163272,VO
-32.751602,1.1474824,VO
-32.774143,1.1073778,VO
-33.01938,0.55916524,VO
-32.980606,0.48804736,VO
-33.753143,0.5226758,VO
-33.638596,1.0759953,VO
-33.243412,0.99776435,VO
-33.167103,0.5575062,VO
-33.516743,0.50266606,VO
-27.11262,-3.8035283,VO
-35.202965,0.25797328,VO
-35.387753,0.09806579,VO
-35.432564,0.0025457395,VO
-35.28278,0.15992072,VO
-32.181515,0.81464005,VO
-30.430939,-2.1129963,VO
-32.59249,-0.9849806,VO
-32.433537,-0.9665439,VO
-29.186316,-3.25717,VO
-24.550854,-4.304136,VO
-23.876137,-5.1069145,VO
-24.511702,-3.6064072,VO
-24.098,-4.7028494,VO
-25.540667,-3.5469244,VO
-23.07152,-3.3021948,VO
-23.925816,-4.95856,VO
-23.78875,-4.2658834,VO
-23.414394,-4.146128,VO
-23.513468,-4.1661897,VO
-23.902945,-3.8072572,VO
-24.151312,-5.2360706,VO
-23.741472,-4.5573053,VO
-24.201948,-4.4077373,VO
-24.43144,-4.2817097,VO
-25.247393,-3.8143146,VO
-25.233774,-4.632445,VO
-24.681498,-4.4564815,VO
-24.38149,-4.21047,VO
-23.724533,-4.266836,VO
-29.646759,-2.9399173,VO
-25.451109,-4.0400763,VO
-24.234213,-4.119293,VO
-23.894037,-4.8182206,VO
-23.853554,-4.5365095,VO
-26.729868,-0.40931052,VO
-27.244364,-0.054875374,VO
-26.790506,0.0006947809,VO
-27.649332,-0.23974085,VO
-27.660505,-0.13132864,VO
-28.166851,-0.18186621,VO
-28.174969,0.28861117,VO
-27.866629,-0.07547978,VO
-27.44417,-0.22182113,VO
-27.178064,-0.24418542,VO
-27.412052,-0.9135104,VO
-27.691704,-0.5652281,VO
-27.709917,-1.0406779,VO
-27.712584,-0.96040004,VO
-27.630394,-0.6778693,VO
-27.183247,-0.8504902,VO
-27.356169,-0.70942926,VO
-27.529854,-0.55475914,VO
-27.541105,-0.51468104,VO
-27.960768,-0.44448164,VO
-31.447657,2.466077,VO
-30.99198,2.1750593,VO
-30.73908,2.5993361,VO
-30.507103,1.667866,VO
-30.391968,1.9457223,VO
-29.747118,2.2154915,VO
-29.352884,0.8142498,VO
-29.201344,0.59671897,VO
-30.16435,1.4055854,VO
-30.577251,1.6816864,VO
