Feature 1,Feature 2,Oil_Type
-31.166655,2.0100627,VO
-31.02476,2.325978,VO
-30.352354,1.5461311,VO
-29.773504,1.185765,VO
-29.722689,1.0859284,VO
-29.617064,0.082929716,VO
-30.499409,0.9485891,VO
-30.933397,1.1830535,VO
-31.47618,2.184398,VO
-31.002499,1.425154,VO
-28.677048,-2.3466952,VO
-28.097252,-2.6113105,VO
-27.796328,-2.5155947,VO
-28.223007,-2.2509563,VO
-28.212511,-2.2159898,VO
-29.20206,-1.4326216,VO
-28.902742,-1.7556511,VO
-28.320759,-2.0564146,VO
-28.261902,-1.9140577,VO
-28.297176,-2.1608095,VO
-23.590603,-4.941053,VO
-23.217697,-4.3470154,VO
-23.17361,-4.5194936,VO
-23.50466,-5.445526,VO
-23.701454,-5.1526437,VO
-31.075684,-1.0133746,VO
-29.567543,-1.797613,VO
-27.835546,-2.2297432,VO
-24.04265,-3.288405,VO
-24.822742,-4.072159,VO
-29.831951,1.9227494,VO
-30.426151,2.5139318,VO
-31.53951,3.5767324,VO
-31.864317,3.5540082,VO
-31.330696,3.1320174,VO
-31.070293,3.4496667,VO
-31.607965,3.0695338,VO
-31.303364,2.9766772,VO
-31.766865,3.2886062,VO
-31.778519,3.0992575,VO
-30.807846,2.3974435,VO
-30.693169,2.8578053,VO
-29.71052,1.4299593,VO
-29.739117,1.4029435,VO
-29.176,-1.3827112,VO
-31.080767,-0.651898,VO
-30.911888,-0.9575008,VO
-30.114618,-1.1210786,VO
-28.112833,-2.6236727,VO
-28.403887,-1.7518219,VO
-28.910986,-0.1202489,VO
-31.665482,1.99171,VO
-31.972303,2.6004274,VO
-31.378744,1.3225669,VO
-27.560555,-2.5512795,VO
-31.391716,2.1848516,VO
-31.99627,3.876588,VO
-32.374443,4.382351,VO
-32.323532,4.251439,VO
-32.27243,4.22139,VO
-31.98635,2.5814357,VO
-32.630962,2.6367867,VO
-29.893663,-1.2684197,VO
-32.712833,3.1782312,VO
-32.529724,2.983509,VO
-27.055172,-1.8144535,VO
-27.538609,-1.976504,VO
-24.211058,-3.9232287,VO
-32.287937,3.1503682,VO
-28.122196,-0.8926277,VO
-33.628616,-4.301957,VO
-33.79229,-4.204881,VO
-33.93013,-4.1327996,VO
-33.950935,-4.147084,VO
-34.04271,-4.11643,VO
-34.25892,-4.120559,VO
-33.332382,-4.413677,VO
-32.151096,-4.793724,VO
-32.16307,-4.8103347,VO
-32.027424,-4.8614936,VO
-31.89679,-4.9437346,VO
-32.244358,-4.788686,VO
-32.20683,-4.7866087,VO
-32.18392,-4.8127184,VO
-32.118504,-4.8240314,VO
-34.453094,-4.0307612,VO
-34.65599,-4.004301,VO
-34.843857,-3.9382117,VO
-34.878994,-3.9482598,VO
-34.89428,-3.9553103,VO
