Feature 1,Feature 2,Oil_Type
-25.285198,0.2014468,VO
-27.62411,-2.0422294,VO
-26.17402,-2.292253,VO
-26.230473,-2.3936489,VO
-26.376808,-1.4923512,VO
-26.662342,-1.7449819,VO
-26.817251,-1.301983,VO
-25.967398,-0.22793218,VO
-25.987432,-0.4538421,VO
-26.322723,-1.5140882,VO
-26.473604,-1.587948,VO
-27.009169,-1.8265264,VO
-26.906122,-2.1758156,VO
-26.145931,-1.4519924,VO
-25.975903,-0.89385736,VO
-25.95231,-1.1135694,VO
-24.255169,-0.6663286,VO
-26.566797,-0.7645444,VO
-26.72135,-1.0531173,VO
-26.565283,-2.3153832,VO
-26.920254,-0.8625805,VO
-23.692192,1.3669914,VO
-23.639862,2.2256932,VO
-23.645966,2.2412646,VO
-24.835424,2.6731822,VO
-24.776207,2.7062166,VO
-25.409689,1.5681328,VO
-24.895462,1.7281128,VO
-25.122065,2.3430488,VO
-24.774788,1.9440266,VO
-24.821014,2.4789348,VO
-22.561897,4.2554073,VO
-22.387842,4.269865,VO
-22.840235,5.037352,VO
-21.974476,4.589845,VO
-22.289373,4.269701,VO
-27.003159,0.96635395,VO
-25.599018,2.341131,VO
-24.139803,2.5844185,VO
-22.313599,3.1144502,VO
-23.70459,3.1990013,VO
-25.33829,-1.9329969,VO
-26.63376,-2.062333,VO
-26.842272,-3.6112301,VO
-27.1048,-3.4775913,VO
-26.19466,-3.1747615,VO
-26.16759,-3.2683814,VO
-27.057945,-2.8738778,VO
-27.207794,-2.5993457,VO
-27.02195,-3.2106705,VO
-27.08505,-2.9824755,VO
-26.566849,-2.2572787,VO
-25.960388,-2.7338774,VO
-25.9659,-1.2737857,VO
-25.904917,-1.2713517,VO
-25.806587,1.5798537,VO
-26.989195,0.5249236,VO
-26.89091,0.7923133,VO
-25.358303,2.056794,VO
-24.144476,2.8724542,VO
-24.987747,1.9688361,VO
-25.790216,0.52868885,VO
-27.133,-1.871679,VO
-26.627798,-2.7942183,VO
-25.504768,-2.3928528,VO
-23.190523,1.8159193,VO
-27.014078,-2.1142895,VO
-27.08577,-3.734424,VO
-27.22886,-4.1553392,VO
-27.218985,-3.9966803,VO
-27.209698,-3.9938443,VO
-26.94381,-2.5546746,VO
-27.749062,-2.3263862,VO
-25.08635,1.5128255,VO
-27.323706,-3.3118114,VO
-27.41596,-2.8777912,VO
-23.968315,1.7787629,VO
-24.35898,2.0612237,VO
-23.527075,3.77015,VO
-26.715748,-3.2643285,VO
-25.264908,0.7660448,VO
-29.603628,4.1938114,VO
-29.637789,3.9572756,VO
-29.534056,3.910301,VO
-29.802866,3.9965222,VO
-29.916662,3.925711,VO
-30.185316,4.181155,VO
-29.17205,4.1583147,VO
-28.442186,4.2433896,VO
-28.419611,4.261912,VO
-28.312265,4.397638,VO
-28.044544,4.5924783,VO
-28.55035,4.202348,VO
-28.481178,4.2407546,VO
-28.490353,4.313404,VO
-28.421011,4.3055534,VO
-30.23125,4.0017896,VO
-30.379215,4.0333705,VO
-30.54743,3.8598366,VO
-30.583004,3.9122577,VO
-30.564518,3.9006286,VO
